,Ratings,Full_review
2154,5,"The laptop is awesome but please tell my friends that I've bought it by selling my Mother's Ornaments 😥cause even if I tell them, they don't believe me😖they would still call me borolok er baccha😟"
2155,5,design is awesome 5/5 performance good 4.5/5 Premium quality display 4.3/5 Battery back 6-8 if using internet continuesly Charger heating very high 3.9/5 Facetime video call laptop also heating suddenly. Will update after 1 month use🙏
2156,5,Awesome packaging . Delivery within 2 days . Nice product 👍
2157,2,Changed my rating from 5 star to 2 star.. within six month my macbook battery is dead. Last night i used it and in the morning the battery is dead. Battery need to be replaced now..
2158,5,"excellent,superb,no words to describe this product, it had reached my 100% expectancy, best price.it's just amazing 😍😍"
2159,5,Build quality is excellent. Mac os is fantastic. Better than Windows os. Worst experience on Flipkart delivery. Worst Delivery. But MacBook air is excellent.
2160,5,"Amazing Performance, Light Weight And Slim...Very Nice Product.👌👌👌👌"
2161,5,"After using I would say, apple again won my heart with the product performance. Far better compared to the most windows laptop."
2162,1,i bought MacBook air on big billion sale..this particular laptop is slow and charger gets hot very soon..I have used Macs earlier also but this one is the worst.. I am trying to get this my laptop exchanged but Flipkart isn't helping at all.
2163,1,"I bought it on 21 Feb 2020, the charger stopped working after 4 months. No response from customer care."
2164,4,"so alleractive look, awesome.."
2165,5,Best laptop for programming nd web development students
2166,5,"I was looking to buy a laptop with good process speed and battery backup, i choose mac over windows this time. I have a macmini at my disposal so i was aware of the fluency mac os has. battery backup is awesome, it definitely will last for more then 8+ hours on single charge. Ppl who travel and are looking for great combination of speed and battery backup have only one option that is MacBook Air"
2167,1,"one year down the line, the motherboard is not working. please be careful while buying from this retailer"
2168,5,I purchased it for 53k during billion days. Being a developer this system doesnt hang for me even though i open n number of tools and IDEs  Absolutely loving its non lagginess and tiny classy look
2169,3,Good one
2170,2,Laptop is really good. I've bought it 2.5 years ago and working fine for first year and then suddenly I was unable to start my Mac. Display was not working but my good luck that it was still in warrenty and thus they have replaced motherboard and it started working again and after exactly one year I'm facing same issue but this time they told me that I need to replace the motherboard which coast me 42000.  I suggest not to buy this laptop.
2171,4,"I've purchased this laptop for 45k during big billion day sale and I was lucky to get it at that unbelievable price. Talking about the laptop, in 2018 it is outdated with the hardware and the design but still, it is the best buy if you got this 3 major aspects before going for a laptop : 1) Long battery life 2) Light Weight 3) Versatile Then go for it without thinking about anything else. Yeah, it is not for the gamers. I use it regularly for coding, web and movies and it is doing pretty awes..."
2172,5,Excellent product from apple. Enjoying it. Quick delivery by flipkart. At 55240! My local apple reseller quoted 70000.
2173,4,Just loved it..
2174,5,I have been eyeing this macbook for the past 6 months and waited till this Big billion day. Big billion day offer was just amazing. The cost of this macbook is around 58990. I bought it for a discount of flat 13000 + 1500 on Sbi card. Ensure that Flipkart assured tag is there before checking out.
2175,5,"I was a skeptic regarding Mac. Why is it so costly? Turns out, you get exactly what you pay for. A premium looking laptop with great quality and battery life. After using this for a day, I became a fan of it. And to those people who complain about the display. They are complaining because they used the latest Macbook Pro varients. But when we compare it with other windows laptops, It's display is amazing. The best unexpected part is its Sound quality. It is just mind blowing. I never came acr..."
2176,5,Amazing laptop in this price range
2177,1,After 3 month this line appear total lost and west products I need replacement this product I don't believe
2178,5,One work Fabulous product 😍😍
2179,5,A Masterpiece from apple....i have used windows and linux but this is awesome experience... very impressive design and OS
2180,3,"MacBook performance has been a breeze - 5 stars for that but flipkart exchange of old laptop has been very disappointing. even for a less than mm scratch the exchange was rejected, I guess we have a buy a laptop just for flipkart exchange"
2181,5,Excellent product from apple. Enjoying it. Quick delivery by flipkart
2182,5,"Fantastic buy on flipkart . Top notch drlivery and packing , top notch new untouched genuine product delivered."
2183,5,nice product got is offer best price.
2184,5,One Liner: Go for it..!! You will get updated version which is Mac OS Mojave 10.14. Amazing Battery Backup with very thin and beautiful look. No performance issues or heating problem with Mac. You can do lots more with the laptop except heavy gaming.
2185,5,It is an excellent machine for people who wanna start programming
2186,5,I had received a defect piece.which was repaired luckily under warranty where my whole logical board was replaced
2187,5,"1.looks sexy 2.feels actually like laptop 3.faster, smoother"
2188,4,amazing product ..
2189,5,awesome product ever
2190,5,"Good looking and performance i got this for 53,240 only with hdfc bank card offer thank you Flipkart and hdfc"
2191,5,"Best One !! Battery backup is awesome , performance, strength is lit 🔥🔥.... display is little bit poor"
2192,5,Just awesome @₹45k
2193,5,Best product high battery backup No complaints
2194,1,u sell me tooo too costlyafter i buy i chek rates @amazon at dere almost the difference is 10000 ... very sad for flipkart users ... i nevr recomened for this site if no compensation givn to me thank you
2195,1,"It stopped working after 1 year 2 months all of a sudden. And when I took it for repair, they demanded 40k more for the repair.  That's not the quality I expect out of Apple."
2196,5,Damn cool! my best decision for buying this in 2019.
2197,5,i bought it for 48090 using exchange offer and for that price it is awsome laptop premium built and very light weight and flipkart delivery was also good as i got it in about 4 days
2198,5,Amazing Product at amazing price 44k on billion days sell.
2199,1,"flipkart is making fool to people. some thing they commit, at the exchange time they want new product. even after paying difference amount they are not ready to provide revised invoice . this is cheating .."
2200,5,amazing and so nice and slim laptop.
2201,2,"I have used all Apple products and my experience is quite satisfactory. But about Macbook Air 2017 model, let me confess, even though the hardware is quite satisfactory, Mac OS is not up to the mark. First and foremost issue is, its OS is not user friendly like iphone OS. It is hell and heaven difference between Mac OS (Mojave) and iphone OS. Sound quality, form factor, battery even display is very good. You can easily use But you will have to struggle to get a simple thing done. I do not f..."
2202,4,been using it since 12-Aug and seems to be perfectly good Apple MacBook Air...seems to be a good investment
2203,5,"There is no question about the product, simply its awasom. And satisfied with filkart's delivery also."
2204,5,"Great Product, Excellent deal...and an Awesome service by Flipkart...!"
2205,5,Macbook air is awesome. Delivery was on time and everything was as expected.
2206,5,"Nice Product, Really loved it"
2207,5,Got genuine product for 45k Im soo happi
2208,5,awesome truly amazing loved it
2209,2,I am posting this 1 star not for the laptop but for Flipkart..They keep exchange offer and expect that customers will give them a brand new product in return.The pick up guy comes and cancels for scratches
2210,5,Okay it felt little harder for me to use MacBook Air as i switched from windows to macOS. The display was just too small I thought when it got delivered but after using & realised performance I Thought its not windows lol to give 15-16 inch screens
2211,5,Cool 😎😎 nice product
2212,5,I had lots of doubt about the macbook and apple products on flipkart. 1) whether i will get the original or duplicate product but after getting the product my this doubt got clear. I received the seal packed product and i verified my warranty details also on the apple website. 2) As i was switching from Windows laptop to macbook laptop. So i was worried about whether i would be able to install all the application which i was using on windows laptop. As i need laptop for the programming so n...
2213,1,"Mojave is very slow. In the flipkart link, it says Sierra, but the one I got is Mojave. Performance is not as expected. Rest all good."
2214,1,"It seemed to be a very good deal initially. It worked perfectly for few months. However, screen got damaged due to water. Apple store was asking for 44k to replace screen. Got it replaced from outside in 22k. System used to hang multiple times. Who says apple devices don't hang. They do. Finally, the worst part, charging issue. Device doesn't charge."
2215,5,Amazing product. Got for 49990 in big billion sales. Good delivery. Thanks flipkart.
2216,2,It work slow
2217,1,"This product came as defective from the inside (which common man can not see from the first eye). When it ran into error mode I visited The Apple store to fix the errors, Apple store replied to me that the product has a circuit damaged which can not come under warranty. I paid extra Rs. 7000 to fix that problem.  Terrible seller."
2218,1,"Please don't buy this product, This laptop has crashed within less than 7 months of its purchase. I would not recommend Apple Air to anyone. I gave it enough number of chances but it just doesn't deserve anything. The laptop crashed Four times and the engineer at the service center now says that the motherboard is faulty. Apple better refund my money on this piece. Macbook Charger gets excessively heat up within 10 min of first use. And Flipkart is asking me to visit apple service centre inst..."
2219,5,Buttery smooth performance and premium design! Beautifully made and also powerful at the same time! Apple's optimization of power and memory is just unmatchable! Battery lasts quite long and sleep mode doesn't consume even a percentage of battery! Definitely recommended!
2220,5,"It's blazingly fast, user friendly ( if you are a windows user then you need to spend couple of hours on first day) , slik."
2221,1,It stopped working after 15 days of purchase. It opens up and then everything becomes black and nothing is working even after pressing power button while the charger is connected. Sometimes apple logo appears and then again it went dead.
2222,4,"BBD best deal as got it in 37590 with exchange of my old laptop. Although it's old model but in terms of usability, performance, design, battery backup, sound, overall everything is excellent, decent enough for daily usage. it's a steal deal Apple MacBook Air rocks."
2223,1,The trackpad of my new MacBookAir doesn't work or respond to a click. And it's not even a day but Flipkart won't take it and instead asks me to visit Apple centre. After sales service doesn't exist here. What distress!
2224,4,A1 Apple MacBook air Awesome product My favourite Apple MacBook air 🤗🤗🤗🤣🤣
2225,1,"After one year used, laptop start heating and shutdown automatically, please don't buy just for Apple tag"
2226,5,"Good service , good product, Happy with Purchase..."
2227,5,Excellent machine. No laptop can beat it.
2228,5,"I am writing this review after 1 year of purchase......  1. Delivery of product by Flipkart - Excellent. 2. Item delivered - No doubt, excellent.  Overall excellent product by Apple, as always....."
2229,5,I am using it for 3 years. So far the best experience with Apple.
2230,1,I agrer that not all with believe... but after one year you will face issue while turning the PC ON...U go to Apple Store and you willl find 5-6 persons around u complaining samr thing.. Better have another option
2231,5,I love mac book
2232,5,Good product 👍🏼👍🏼👍🏼
2233,5,It's really nice and giving smooth performance
2234,5,My first mac i m developer this really usefull
2235,5,"Me the first time Apple Mac user. It is so stylish and with premium finish. Just started using this machine, it is way ahead of windows machine although it will take bit of time to get used to with working of mac os. Definately recommended."
2236,5,If you want performance only go for it... Good for programmers
2237,4,"I have no words to describe about it, mind blowing"
2238,5,"Perhaps my biggest purchase online, thank u Flipkart for the offer on the product, speed is lighting fast and needless to talk much about apple which is world acclaimed. Happy to have bought the product and serves my purpose of drafting on the go"
2239,5,"While purchasing, I was a bit sceptical because of the specs of the laptop. But believe me, this laptop runs fast. Just keep in mind donot open too many Tabs of google chrome. The laptop had increased my productivity since it forces me to do one task at a time. Display is not that good. It will keep reminding you how old this model is. Other than that, this model is good for development work."
2240,4,so good
2241,5,It is the best laptop at the price 54990/-
2242,5,Best in style Best IN brand Best IN performance Best in class
2243,5,If you are looking for a laptop where you can do your creative things this is the best one.  Not for gamers.
2244,4,Nice product.....
2245,5,Perfect As described Apple is the best and Flipkart delivered the same performance  Happy to have a mac book
2246,5,best laptop in this price range....
2247,5,Switched from windows to Mac. Experience so is awesome.
2248,5,Absolutely enjoyed using this laptop.Highly recommended for Coders and Developers.
2249,4,mast h Bhai apple made the product who's are impressive
2250,5,"When this laptop was not there I used many laptops like Dell, Lenovo, hp, etc. But after using this one the world has a change of mine, I am learning something new day by day. One thing I want to tell you that the Windows OS is just one type of box in front of the Mac."
2251,5,Best laptop ever for students using it from last 2 years and it still feels like new. amazing performance and battery life.
2252,5,If you wanna buy laptop and you budget is 60k then go for it
2253,5,I'm writing that review after using it for around 1 month on daily basis. Everything is working perfectly so far. I recommend that product.
2254,5,This is my first Apple laptop with mac install. Look is good and impressive. Also best to buy basics of apple.
2255,5,superb
2256,5,My first ever macbook... I got my delivery after 6 days Well packed when I open the box it was brand new macbook Most surprisingly it was manufacture in April 2019.thats wow.. Remains all know that its a macbook
2257,5,good
2258,5,"Amazing Performance, design and processing power of it is quite high"
2259,5,awesome in 51990₹
2260,5,it's really awesome products ever
2261,1,for Apple five stars but for Flipkart delivery negative stars .no body cares when Flipkart courier partner updates wrong updates as customer un available .. Flipkart will shut down if it continues partnering with ecom express
2262,5,"My dream comes true. No issue as of now. Amazing speed and you can feel the SSD. OS boot time is very high speed, not yet started full faces development but able to install VS2017, office 365 and works fine as of now..."
2263,1,Flipkart is worst online retail website...customer service is worst..
2264,5,good quality. quick delivery.. happy with flipkart..
2265,4,very good product
2266,5,Performance is good. Its good with program tools like Visual Studio. Need to attach external drive for more space.
2267,5,Excellent lappy ..thank you very much flipkart..
2268,5,Worth it!
2269,5,Awesome product !! Using it for a while .. mainly using it for writing some efficient codes on python and java .. No lag nothing.. just loving it. !! Delivery was on time .. Thanks Flipkart :)
2270,5,Best Buy from Flipkart till now. Got it at 51k. I am really happy.
2271,5,I like it very much. Having everything right.
2272,5,Awesome product at awesomest price...got at 45k really happy about it.. :-)
2273,1,When I start after shutdown then mouse doesn't work and while updating OS also it failed after 99 % every time. Processing speed is too slow. They mentioned it has i5 processor but it doesn't work like that. Webcam quality is too bad.
2274,1,"While doing new update screen gone blank. Took it to service centre and they said mother board is gone and it will cost 36K from apple care support. This is nonsense and warranty period is just for 1 year after all you are spending so much amount and I got this problem exactly in 14 month from the day of purchase I missed by 2 months, my bad luck. Now my Mac book air is of no use after spending 70K with in just 1 year. Apple should increase the warranty period for manufacturing defects to 2 y..."
2275,1,"screen is very very bad.. display angle is very poor. blurred lines starts appearing in this products very early, now it stops working. estimate for repair is 22-25 k. dont buy this product.waste of money"
2276,5,keyboard not working x and y button
2277,5,"I was a bit confused about this laptop as it is my first laptop. I didn't want regretful purchase. Although there were many powerful windows laptops with higher specifications in this price range, but I'm a CSE student so i don't need any heavy laptop at all i wanted one which could last atleast 4 years and have decent battery life. I've no issue to programming with this lappy and since it is a laptop so we should be use it on a lap and take along with everywhere. Those who don't want to pla..."
2278,5,?? performance.
2279,5,"This is beauty..😍😍 pros: premium look, very light weight, smooth performance, No hdd, very fast, etc.. etc cons: less storage..."
2280,1,Believe me guys. Don't go for this MacBook Air. It has many problems and repairing cost is u know like u can buy another laptop with that repairing cost. Using since 2018 to 2019 July and now it's a black box which want a repairing cost of 40k for logic board.
2281,5,Terrific Purchase 👌
2282,1,charger is not working properly
2283,5,still in August 2k20 it is best in the market ..
2284,5,Highly recommended for College Students.
2285,1,"--- UPDATE AFTER 10 DAYS: --- The backlit is flickering on 10th day. Flipkart says they won't replace the item, Apple says they'll be charging for it and I'm absolutely stuck between the two. It seems that I've lost my 60k spent on the product. DO NOT BUY"
2286,1,"I purchased this on oct 2018. From that time I got 3 times issue. Now it is out of warranty and costing of repairing is 49,000/-. I am not happy with the product. Really very disappointed."
2287,1,product is gud but flipkart is a big big big lier... taking orders by showing great schemes like exchange but simply refusing to accept the exchanged products even for normal wear and tear of the product... a big fat fraud ecommerce... a big Noooooo to flipkart in future
2288,1,"Came in good packaging , was happy with the delivery and checked the serial number, and found original. Then after 3 days , not even used and the keys are loose and started falling off ! Frustrating ! Paid a huge amount and the build quality is pathetic ! It’s in service Center !!!"
2289,5,"Bought during big billion day sale and it is fantastic deal got it @ 49990/- Premium design, a quality product from Apple. Delivery is average by ECOM. Packaging was good. Thanks flipkart overall good experience."
2290,1,Complaint product....Charger not working
2291,1,Don't buy these expensive items from Flipkart rather go to store and get new sealed pack from them after a week of purchase it started getting automatically turnedoff due to add error I don't know what the fraud being done by the Flipkart or their seller it haven't worked great my colleagues also have same and it is working fine even after 2 years . And Flipkart don't even provide replacement for these if something bad happens .
2292,5,It's best product
2293,5,Everything Is Good But Very Less Internal Storage
2294,5,Truly apple had created a beast in the slimest of body. Just love the experience of having a mac. Thank you fk. Got sep 2020 import model. Was expecting some left out old stock but to my surprise....!
2295,5,This Mac is amazing except it's display. But worth buying it in this price segment. Good packaging.
2296,5,Good
2297,2,"don't buy MacBook online, keyboard not working ,not repairable only replaceable"
2298,5,"Value for money @49,990"
2299,5,Awesome product ultra thin impressive battery life and its performance 😍 and its design means ❤. Only you will disappoint with his screen size and big bezel. But after somes time you will neglect this problem.
2300,5,I phone users very use full Especially using bank transactions getting OTP Without using phone time saving Compare to windows different experience  Happy
2301,5,its mac no need to say anything about it
2302,5,Loved it and more than lived it awesome thing using it for ios development super-fast no lags nothing awesome piece of hardware and software.
2303,1,I ordered for a Mac book air... It is having some connectivity issues on with bluetooth
2304,5,"Im a user of Macs since 6 - 7 years, already have two Macbooks. When my son needed a laptop, I had no 2nd thoughts for getting this one. Enough has already been said about the Air, no words can befit the delight it gives. Flipkart delivery was quick, packaging was excellent. Happy and satisfied."
2305,5,Thankx a lot flipkart for fulfilling my dream..... I got it in 44500 dream price. I always wated fr this day and that too 2017aug model which is really awesome... Thnk u flippyyyyy.... N bg bll days....
2306,4,"Thanks Flipkart for the exchange offer, I got rid of my old Toshiba laptop @8000/- (which I thought will nobody take for even 5000/-). This MacBook completes the Apple craze for sometime.... Atop the exchange, there was some bank offer so the landing cost was 53k - best offer availed ever."
2307,1,"Witching a year, motherboard stop working (during covid). Repaired from authorised service station and after a year again facing motherboard issue. Go for HP/Dell. Apple’s products are having problem now, quality is downgraded now. I am using multiple product of Apple but quality is not worthy."
2308,5,"very nice product, learned and earned so much after buying."
2309,1,Hard disk got crashed in 15 months. Keys are not that good
2310,5,"Smooth n stylish, light weight. over all superb."
2311,5,Nice
2312,5,The product is great using since 2years
2313,5,Great things comes with great price...!
2314,5,"Performance, Battery, Display and Ease of Use is 10/10"
2315,5,Excellent product and value for money.
2316,3,Got this in discount. Working fine after many months. I am looking for the sale again to order another one.
2317,1,Nice
2318,5,Awesome look and performance
2319,5,nice product
2320,5,Good
2321,5,Best... Battery backup and look
2322,5,Nice Product
2323,5,Very happy with the product..amazing look and design. Very slim in size and light weight.
2324,5,Nice 👍 awesome product
2325,3,"My dream laptop...just amazing...use dell, lenovo, Microsoft but apple is apple"
2326,5,Excellent
2327,5,Excellent product
2328,4,Good sleek and lightweight design.. It would have better if MS office is preinstalled..
2329,2,Came with a bad battery life. Dies pretty quickly.
2330,5,Good packaging and fast delivery. Great product
2331,3,Battery backup not more than 3hr
2332,1,stopped working in 15 days
2333,1,Very bad quality
2334,3,Its a decent product...go for it only if u have a budget constraint....cant be used for full day use the system gets little heated up on full day usage. The delivery takes a long time ...it took almost a month for me. After many many customer calls.
2335,4,"Good product, but those who want to use tally or any other windows software, might need to do some struggle.  The lack of Numpad might be felt.  But those who want it for editing purpose, blogging/vlogging, etc. then it’s just perfect for you."
2336,1,It stopped working after few months.
2337,5,Display quality is just awesome and the design is very beautiful and battery backup are the best
2338,5,"Product is some what over hyped but well is good,thin and compact in size, the multi gesture touch pad is amazing"
2339,5,Died in a year and 10 months!
2340,5,Complete laptop for professional use..
2341,5,Very nice... Looks original..
2342,4,"Its A power house friends , use this if u r a developer and User , plzzz gamers stay away , batter is awesome ! Everything is good"
2343,4,No doubt it's an amazing product. But the laptop started switching off without power on. Then I had to goto the service enter and they found the connection to the battery inside the laptop was loose and hence it was not charging. Didn't expect this from an apple product.
2344,3,Warranty problems
2345,5,Really loved it..!! It is my first apple laptop. I found the display not bad at all..
2346,5,Love the Apple MacBook best in every aspect too good
2347,5,It's a super device no daaMages
2348,5,Really superb performance and unbelievable build quality no other laptop can beat this.. 👍
2349,5,Best mac book ever great battery performance with super slim design
2350,4,Value for money
2351,4,Awesome
2352,5,Super product super fast delivery.
2353,5,Fabulous
2354,5,Amazing Product
2355,5,"Fastest delivery within a day! As an Apple product u already get assured that it's going to be one of the best performing laptop! Video editing,documentation and all Just don't buy this if u r looking for gaming."
2356,5,Master piece
2357,5,"I am writing this review after using this product after almost 2 & half year . This was my first Apple product and it is worth every penny of it's price . When I bought this laptop , it came with MacOS Sierra and got two major updates and currently running on Catalina version . Build quality is also good."
2358,4,More over love it battery and performance.
2359,4,Great product!
2360,4,Awesome..
2361,5,Mac os is just awesome..very easy 'nd comfortable as compare to othr os.This laptop is very very thin 'nd light weight.speed is also good.love it😍😍
2362,4,1 star less for storage. Should give minimum 500GB ssd...
2363,5,Worth every penny.
2364,5,Awesome
2365,5,laptop is super osm
2366,5,"It is Definitely Worth buying, Absolutely Awesome Performance, better than any Windows Laptop, and feels so Premium. Just Go for it."
2367,5,best buy on Flipkart
2368,5,After 1 year of use without a glitch.
2369,5,"performance is good.battery,design is also good but downloading speed is slow and the screen is moderate quality,but it's a good laptop according to the price and quality purpose.if u get this laptop under 60k then it's absolutely great u can buy it. That's all."
2370,4,"Only the display is very outdated. but does not matter due to the performance, stability and speed it gives."
2371,5,no words just 🤐🤐
2372,4,Macbook under my budget and nice one. Only problem is storage.
2373,5,This is something next level Just wanna tell you that this small thing is 10 time more powerful than a 80k windows laptop. If you have a budget for 50-60k go for it without giving a single thought. Best for students. But professional can also go for this. This dragon Will not let you down.
2374,5,"very good purchase, must buy, I got it very fast, thanks Flipkart"
2375,5,very Slim with awesome speed....
2376,5,wonderful as apple
2377,5,Best in lowest price
2378,5,Great quality
2379,5,Loved this Laptop.. So sleek and stylish❤️
2380,5,love the product and specially i like lot the Flipkart services. thnanks
2381,5,Its stylish and handy this product just worth my money
2382,5,"Feels very comfortable, one can work easily but if you are new to apple you have to spend some time with it to get it properly."
2383,5,Love in tha air ❤ better then 2019 pro 👌
2384,5,got it in 56000 amazing
2385,5,nothing can beat macbook
2386,5,AWSOME PRODUCT FINALLY DREAM COMS TRUE AND I GOT MY VERY FIRST MAC THANK U SOO MUCH FLIPKART❤  nd guys dont be afrd bcz of online shpng nd stuffs just go for it. i had a grt exprns😋 delivery was very slow but😭😫
2387,5,Awesome
2388,5,"this device is great , it's good for lousy media consumption and light photoshop the screen quality is average contrast change due to screen shift is terrible"
2389,5,perfect
2390,5,what a fantastic experience working on this thing...kudos apple for this amazing product...just perfect... got it for 55000.. thrilled with the mac
2391,5,very great product and great delivery man
2392,4,it's too gud with packing and performance is also too gud.... but the packing time is too late i ordered it on 01/10/2019 and it packed on 11/10/2019 and reaches to me at 12/10/2019 at early morning....  Today is 23 August and the laptop is working so smooth Go for it......
2393,4,❤️one of best😉😉👍👍❤️
2394,5,good design
2395,5,best value product
2396,5,"As I have to work on Android studio. Its performance is quite well. You can even open two instances of studio even though you don't feel a glitch or hang like in Windows. As it's new, for it's long lasting review we have to wait for a year. Only one issue is it's less memory i.e 128 hard disk. It's ssd that's good. If you have a portable hardrive then it's ok."
2397,5,"i think that this is one of the best product Apple has made. Thanks to Steve Jobs.  Display is good. There are many people who complain that it is not good compared to newer models but it gets all the things done without any hassle. For the rest, everything is best."
2398,5,"Very nice laptop, Totally worth price. Almost most one year i have used and dint find any issues."
2399,4,just what i expected...thin light and amazing for basic use people...I am a teacher and its just more than i wanted..great for people with basic use ..research and ms office.
2400,5,Awesome laptop .... Go fir it blindly 😍😍
2401,5,Very good product
2402,5,so nice one
2403,5,Dont think twice...just go for it.
2404,5,Awesome in one word....
2405,5,Got the Macbook on time. This is really affordable yet powerful personal laptop. Battery Backup is nearly 12 hours. Sound quality is really nice.
2406,5,"Timely delivered , good product"
2407,5,"I am using it for the first time, and tell you what I AM LOVING IT. State of an art product,"
2408,5,Good Product
2409,5,nice laptop
2410,5,Muaahhh 😊nice product
2411,5,I bought this Mac and it outperform my Windows HP laptop whuch is latest with i5 7th gen and 16 gn ram. The software and hardware have a blend in apple's any product
2412,5,The Best one can buy!
2413,5,amazing
2414,5,owsm
2415,5,Just two words.. “It’s awesome “
2416,5,Excellent Product by Apple
2417,5,it just fab.
2418,5,Received within two days. Packaging was done very nicely. Overall value for money product. Working on this machine will save your lot of time once you will master it!
2419,5,Awesome
2420,5,"Awesome product and good performance, sometimes have problem while switching the user account need to restart the pc by pressing hard power button."
2421,5,good product. nice... working really fine.
2422,5,"I purchased October (₹52999) in offer 2018 now review in 18-02-2019 after 4 months I will give the review good performance MacBook Air battery life full charge battery 7 to 8 hours heavy using standby time 15 hours & more hours coming charging time 1 hour 45 minutes full charging only drawback display average display I am using video editing 1080 good handling but after completing video editing video exporting only 720p i movie can purchase final cut Pro X ₹25,000 lifetime free."
2423,5,"This is one of the best buys from Flipkart. Transferring from Windows to Mac was a bit difficult but with little bit of YouTube tutorials, I now use it like a pro!Never going back to windows. Although I could do with a higher resolution web cam."
2424,5,Awesome
2425,4,Product was genuine but 1 star reduced for slow delivery. I expected 2 day delivery but Flipkart took 4 days to deliver it.
2426,5,Apple is Apple. No One one can beat it  Pros: Best battery life Negligible boot time Powerfull machine Sleek and premimum design  Cons: Less storage but that can be overcome by having external Hard disk. Not for hardcore gaming  P.S: Purchased at Rs:45k  So if your budget is less than 50k go for it!
2427,5,sexy and hot
2428,3,Getting os corrupted message frequently when turned on!! rest is good
2429,5,Positive 1.Battery back up is very good. 2.Very slim body 3.Power efficient Negative 1.xls file takes some time to open but after installing Microsoft office there is no problem. 2.You have to install application for file transfer from android phone
2430,5,"Nothing more to say. It's Apple. First trillion dollar company. I loved it. I use it daily for work, video editing, programming, and so on. The delivery was delayed due to big billion day sales. It was delivered in good condition. Although one cons is it gives shocks when connected to charger. The shock is not noticeable so it's not a dealbreaker. Other than charging time, it doesn't gives a shock."
2431,5,macbook doesn't need reviews because its the best.
2432,5,SUPERB
2433,5,good
2434,1,No helpful response form flipkart either
2435,5,Good as expected
2436,5,This is the most beautiful and elegant laptop I’ve ever used. Nd quick delivery 🖤
2437,4,"an old display(not a retina display), old keyboard ( neither does it has a butterfly keyboard), bigger screen bezels, no fingerprint scanner, no USB-C port. though still a stunner. I got it at ₹45000 using multiple offers during big billion days, so good deal for me for it's 8 GB Ram and i5 with the need to buy almost every extra software."
2438,5,Bought it for 46K in BBD. Working fine and battery backup is awesome.
2439,5,APPLE the word says it all!!
2440,5,Excellent product of Apple
2441,4,Nice in looking. Battery life is good.I feel some heating issue when I started Xcode and Android studio.
2442,5,Never used Mac its my first and impressions are good let’s see after 3 to 4 months
2443,5,Absolutely Awesome !! Such a sleek laptop. Worth for the price of 50990/- Good delivery too.
2444,5,"very good product,feels very premium"
2445,5,"Don’t worry that it’s not Retina display , it’s very good"
2446,5,First the seller cancelled the order but the next time.the mac was delvrd....wonderful product
2447,5,Very good stuff and easy handling love it
2448,5,got it only in 48k in sale after discount ;) ultimate product . no one can beat apple in mobile device technogy . worth it must buy.
2449,5,Awesome product.
2450,5,"Beat laptop ever, Best battery minimum 8 to 9 hours. Very slim powerful super fast never hangs Best trackpad"
2451,5,superb product. I was very happy when the box of happiness came to my door. Thanks Flipkart for fulfilling my wish.
2452,5,can't get at better price 43.5 k during big billion sale.
2453,5,"Must Buy, Value for Money."
2454,4,"got it under 50k on sale ... a good machine if u want to do normal day to day use .like social media office work watching movies etc. not meant for gaming or heavy work it also has legacy ports which latest macbooks dont have... the screen quality is extremely pathetic with horible viewing angles and totaly unaccetable for 2018 standards thats the only negative in this laptop , i also have a 12 inch macbook retina so when i switch to the macbook air i can immideately see how ..."
2455,5,Bought in Big Billion Day...Awesome Deal.. Exuberant Product :)
2456,5,For education purpose 5/5 . This product is marvelous and I have using for 2 years and still no competition in market.
2457,5,amazing laptop . light weight ok in performance but screen viewing angle was ok but you can manage after all its apple
2458,3,"bought it for 54k on BBDays, sad is that just minutes before it was of 49k. Design is Nice Battery is nice Display is Bad sound is ok performance is nice. (it's my second mac, hence reviewing it)"
2459,5,"must buy, light weight,performance is very good."
2460,5,wonderful
2461,5,super product
2462,5,It’s nothing like Apple device and Flipkart delivery
2463,5,Good
2464,5,Really – not to doubt on Apple . It is really a good product for studying purpose . If you can afford the price different of approx 10k to 12 k then it will really be a good choice.
2465,4,amzing laotop with best design and light weight... osam battery backup..
2466,5,thankyou flipkart for such great deal.
2467,5,Really I like this product. Nice battery backup and totally different from windows.
2468,5,"No words to describe, loved the product."
2469,2,The flap just falls back if you open it a bit more than a right angle. Happens for all the Macs ordered through Flipkart.
2470,5,Fine refurbished design with minimal touch and the amazing blend with mac os Sierra. Although the processor is quite behind of time.
2471,5,"My MacBook Air delliverd in time on 15 May 18, with multiple offers, thanks to flipkart and retailnet for their support."
2472,5,"Works flawlessly, I mainly use it for software development 👍"
2473,5,I have been using it for about 6 mo. The battery life on this thing is amazing! Just gets the job done!
2474,5,awsm..........
2475,5,Simply Awesome
2476,5,"I am writing this review after 8 days and really mesmarized about this product. Very thin and light. If you are a windows user then most certainly you would find some difficulty in Mac OS. Other than that hardware configuration, look and feel is unbeatable within the price range with regards to other products.  Regarding delivery, delivered my product before the said date. I bought two same laptop for me and for my spouse."
2477,5,No need to tell that it is really good. Worth its price.
2478,5,Excellent packing by Flipkart.Product is so so good.I love it
2479,5,Very nice product
2480,5,Apple products have no compromise in quality.
2481,5,This is asome product. If any one bujet 50 k those person plz take it.
2482,5,Excellent.. Both flipkart and Apple
